id	country	village_name	cl	X1	X2	X3	X4	X5
605414	GEORGIA	Kakheti	2	0.015354325	0.975804414	0.007686918	0.000630316	0.000524027
605415	GEORGIA	Kakheti	2	0.010934442	0.979441858	5.39E-05	0.000599059	0.008970754
605416	GEORGIA	Kakheti	5	0.00020234	0.001432229	0.00862892	8.28E-08	0.989736428
605418	GEORGIA	Kakheti	3	3.26E-06	0.133851622	0.853942205	6.83E-09	0.012202902
605419	GEORGIA	Kakheti	5	2.13E-06	0.000422451	0.000535709	2.69E-11	0.999039706
605422	GEORGIA	Kakheti	5	1.91E-07	0.007738927	0.000714529	7.38E-12	0.991546353
605424	GEORGIA	Kakheti	2	0.008739142	0.961410106	0.001333534	3.78E-05	0.028479423
605425	GEORGIA	Kakheti	5	0.000243092	1.06E-06	8.73E-07	4.57E-11	0.999754975
605426	GEORGIA	Kakheti	5	0.086063991	0.000677396	0.001562122	3.47E-05	0.911661787
605427	GEORGIA	Kakheti	5	0.007494791	9.81E-05	1.48E-06	9.32E-07	0.992404672
605428	GEORGIA	Kakheti	5	0.002258414	4.60E-05	3.27E-07	3.07E-08	0.997695248
605429	GEORGIA	Kakheti	5	4.62E-05	0.000411511	1.91E-06	3.04E-09	0.999540326
605430	GEORGIA	Kakheti	5	8.62E-05	0.026217338	1.81E-05	1.94E-07	0.973678191
605432	GEORGIA	Kakheti	5	0.000285657	3.51E-06	8.43E-06	2.18E-11	0.999702402
605433	GEORGIA	Kakheti	2	0.000157622	0.999578354	3.50E-05	5.31E-05	0.000175906
605440	GEORGIA	Kakheti	5	6.81E-06	7.52E-06	8.51E-09	5.74E-10	0.999985665
605442	GEORGIA	Kakheti	2	7.80E-05	0.879757895	0.11998209	3.60E-06	0.000178371
605443	GEORGIA	Kakheti	3	9.04E-05	0.001092487	0.994873746	2.14E-10	0.003943344
605444	GEORGIA	Kakheti	5	3.04E-05	0.009830632	6.92E-05	1.36E-10	0.990069817
605445	GEORGIA	Kakheti	5	3.92E-07	1.30E-05	0.004207917	1.25E-13	0.995778718
605446	GEORGIA	Mtskheta_Mtianeti	5	0.000264461	0.000282575	0.000375746	7.77E-08	0.99907714
605447	GEORGIA	Kakheti	2	1.23E-05	0.997995396	0.000404763	8.90E-08	0.001587485
605448	GEORGIA	Kakheti	2	6.11E-05	0.982986378	0.012482996	1.84E-07	0.00446931
605449	GEORGIA	Kakheti	3	0.000400141	0.05189189	0.937831699	6.76E-07	0.009875595
605450	GEORGIA	Kakheti	5	1.81E-07	0.000345573	0.040970151	3.47E-10	0.958684095
605451	GEORGIA	Kakheti	3	1.29E-07	5.27E-05	0.999672243	1.37E-11	0.000274951
605453	GEORGIA	Kakheti	2	7.04E-05	0.999562306	8.69E-05	0.000253799	2.66E-05
605454	GEORGIA	Kakheti	3	5.82E-08	0.004841579	0.995155563	8.30E-09	2.79E-06
605455	GEORGIA	Kakheti	3	2.14E-08	0.000121456	0.999878493	1.58E-08	1.33E-08
605456	GEORGIA	Kakheti	3	0.000828554	5.07E-05	0.998950082	6.11E-08	0.000170627
605457	GEORGIA	Kakheti	2	0.000510468	0.998082898	0.001111617	0.000283823	1.12E-05
605458	GEORGIA	Mtskheta_Mtianeti	3	5.59E-05	1.87E-06	0.999505701	1.59E-10	0.000436524
605459	GEORGIA	Mtskheta_Mtianeti	5	0.001448493	0.161545314	0.001390479	2.43E-06	0.835613282
605461	ARMENIA	Chambarak	5	7.78E-06	2.57E-05	3.44E-06	3.65E-11	0.999963092
605464	ARMENIA	Chambarak	5	2.57E-08	2.39E-07	4.00E-07	3.53E-16	0.999999335
605665	ARMENIA	Yerevan	2	5.36E-07	0.992303482	0.002120086	0.00557587	2.57E-08
605666	ARMENIA	Yerevan	2	5.40E-06	0.999926181	6.68E-05	5.67E-07	1.04E-06
605667	ARMENIA	Yerevan	2	0.031281375	0.968427793	2.23E-05	0.000222756	4.58E-05
605668	ARMENIA	Yerevan	5	7.65E-05	0.008860759	2.25E-05	3.59E-08	0.991040131
605670	ARMENIA	Yerevan	5	0.003187173	0.000311751	0.00606077	1.98E-08	0.990440285
605671	ARMENIA	Yerevan	2	4.72E-05	0.993666871	0.000551684	0.005734174	4.76E-08
605681	GEORGIA	Kakheti	5	0.00077262	0.145990409	0.00437645	1.55E-06	0.848858971
605682	GEORGIA	Kakheti	3	3.10E-07	2.96E-05	0.998156471	6.99E-11	0.001813658
605683	GEORGIA	Kakheti	3	3.88E-11	2.93E-07	0.999998124	1.66E-14	1.58E-06
605686	GEORGIA	Mtskheta_Mtianeti	2	1.63E-05	0.998922672	1.50E-05	6.93E-05	0.000976671
605687	GEORGIA	Mtskheta_Mtianeti	5	4.52E-08	0.000160382	0.014718232	2.10E-12	0.985121341
605688	GEORGIA	Mtskheta_Mtianeti	5	0.182780687	8.12E-05	5.98E-07	7.01E-08	0.817137397
605689	GEORGIA	Mtskheta_Mtianeti	3	1.74E-07	0.003729815	0.99624786	1.33E-08	2.21E-05
605690	GEORGIA	Mtskheta_Mtianeti	5	1.35E-05	2.89E-06	2.08E-06	1.19E-08	0.999981483
605694	GEORGIA	Mtskheta_Mtianeti	4	1.31E-05	0.026520529	8.59E-06	0.973457788	3.84E-10
605697	GEORGIA	Mtskheta_Mtianeti	3	1.34E-05	0.008872423	0.990202994	6.88E-10	0.000911188
605698	GEORGIA	Mtskheta_Mtianeti	2	6.97E-07	0.999850452	1.00E-05	7.46E-05	6.43E-05
605699	GEORGIA	Mtskheta_Mtianeti	3	4.84E-07	1.91E-06	0.999150263	1.81E-10	0.000847347
605701	GEORGIA	Mtskheta_Mtianeti	2	5.42E-05	0.973774376	0.000199437	4.34E-07	0.025971572
662724	ARMENIA		3	0.000398663	0.006394689	0.638382929	1.05E-06	0.354822671
