country	id	cl	X1	X2	X3	X4	X5	X6	X7	village	village_name
KAZAKISTAN	596771	1	0.974141850711919	1.35053620358723e-07	5.42727154561173e-07	1.2562155609e-13	5.8090623787e-12	0.0258569951522307	4.763491404e-07	KAZAKISTAN1	Almaty
KAZAKISTAN	596773	7	0.00175123816037932	0.000522542324479025	0.0689457107480001	1.5820123773658e-10	7.07651037648729e-05	1.31599344205823e-05	0.928696583570755	KAZAKISTAN1	Almaty
KAZAKISTAN	596774	7	9.08617796616242e-07	5.87083020669621e-05	0.00594010248889692	3.92205404992918e-07	0.00235982300364807	7.8414574722e-09	0.991640057540729	KAZAKISTAN1	Almaty
KAZAKISTAN	596775	3	8.39569584186064e-06	5.35841494751353e-05	0.996980816510301	6.12483102553318e-06	0.000532340359852461	3.175283873597e-07	0.00241842092511718	KAZAKISTAN1	Almaty
KAZAKISTAN	596776	3	8.50406134441049e-07	2.8154883636631e-08	0.999998096806019	1.99341677039e-12	3.72228019735969e-07	3.714999356e-10	6.5203145011e-07	KAZAKISTAN1	Almaty
KAZAKISTAN	596777	3	0.000202294412736386	1.2804659672789e-07	0.994563343215885	1.92839815929889e-09	0.000606529932807413	7.08084126129e-08	0.00462763165516392	KAZAKISTAN1	Almaty
KAZAKISTAN	596780	7	1.89347012481015e-05	0.0101891246584793	0.0642578859039519	4.88699321904747e-08	0.010808922636318	6.11828952287122e-05	0.914663900334842	KAZAKISTAN1	Almaty
KAZAKISTAN	596782	3	0.0214590374151787	1.89651204243334e-06	0.960595302640636	2.66974513307387e-08	0.010203408086243	2.1581736164795e-06	0.00773817047483185	KAZAKISTAN1	Almaty
KAZAKISTAN	596783	3	1.06628685866337e-08	2.32058036710827e-07	0.991417079121518	3.78031427819e-11	0.000543745935464439	1.2920417836e-09	0.00803893089226721	KAZAKISTAN1	Almaty
KAZAKISTAN	596784	3	8.81036488828165e-07	0.00279579234372606	0.965927034024425	7.98316599788137e-08	6.54971803531989e-05	2.0490887130022e-06	0.0312086664946339	KAZAKISTAN1	Almaty
KAZAKISTAN	596785	3	0.00393912378047704	1.22823732896056e-07	0.966973679719248	2.5650625246e-13	5.18307733835547e-08	2.81430305051442e-05	0.029058878815007	KAZAKISTAN1	Almaty
KAZAKISTAN	596787	3	0.00798354538213209	1.89905311509644e-05	0.991902400328193	5.138987457059e-11	9.12110103578128e-06	3.14344185205882e-05	5.450818757721e-05	KAZAKISTAN0	Alga
KAZAKISTAN	596788	6	1.10323556744701e-05	0.00013186602896362	8.72596058243388e-06	2.08410578005508e-07	7.87438417690749e-06	0.999816073433395	2.421942662919e-05	KAZAKISTAN0	Alga
KAZAKISTAN	596789	6	3.89354272425418e-07	3.356160864e-10	1.67643133292685e-07	6.022860232908e-11	4.2590224898e-12	0.999999427281352	1.532113898e-08	KAZAKISTAN0	Alga
KAZAKISTAN	596790	3	0.000152658001718547	7.33491662729091e-07	0.995332190872944	1.24307933676504e-08	7.54705191582992e-08	0.000571192679629702	0.00394313705273308	KAZAKISTAN0	Alga
KAZAKISTAN	596791	3	6.17929520918198e-05	3.61748507141878e-07	0.999657597491445	2.82397203293749e-06	0.000244792344603282	1.0739862174855e-06	3.155750510228e-05	KAZAKISTAN0	Alga
KAZAKISTAN	596792	3	3.06426152672191e-06	7.03805708155809e-06	0.99916493826066	1.17621680019229e-07	0.000303992107352872	2.88876741251e-08	0.0005208208040243	KAZAKISTAN0	Alga
KAZAKISTAN	596793	3	0.217387550994464	1.7200469318344e-08	0.782548620593217	9.21553452063036e-07	2.42345150408049e-05	3.47851145880811e-05	3.87002876822e-06	KAZAKISTAN0	Alga
KAZAKISTAN	596794	1	0.999509462025535	1.2673693955619e-08	0.000362229964816157	4.3873276161043e-08	3.567485934381e-09	0.000128221074038775	2.682115388e-08	KAZAKISTAN0	Alga
KAZAKISTAN	596795	6	1.97811166408324e-05	5.4210568349798e-08	1.15983264047333e-06	4.10666469519334e-05	1.72887646900754e-08	0.999937887639146	3.32652877e-08	KAZAKISTAN0	Alga
KAZAKISTAN	596796	6	0.000349052944460798	4.39009908509718e-07	2.5251552179338e-08	1.36889520202723e-08	3.7968953158e-12	0.999650366389	1.0271233014e-07	KAZAKISTAN1	Almaty
KAZAKISTAN	596800	3	0.00229370623486726	7.16924763034721e-07	0.997696565810593	6.707522374279e-10	4.4714081005927e-09	9.017626701691e-07	8.1041249466e-06	KAZAKISTAN1	Almaty
KAZAKISTAN	596801	6	0.0896729332048863	5.4316750240691e-08	1.46523955058548e-05	2.60234843415156e-09	1.377345596601e-10	0.910284190816766	2.816652600901e-05	KAZAKISTAN1	Almaty
KAZAKISTAN	596803	6	0.000280025286068622	5.43806721279e-10	0.000814057665594431	5.10117821791835e-07	4.21371443605e-11	0.998901320234187	4.08611038454e-06	KAZAKISTAN1	Almaty
KAZAKISTAN	596804	6	7.5354687690912e-06	0.000172337776736788	1.66450198063435e-05	2.80129668513639e-07	1.68769870427842e-08	0.999790021286747	1.316344128519e-05	KAZAKISTAN1	Almaty
